OBJECTID,geometry,minx,miny,maxx,maxy,center_x,center_y,height
294135,"POLYGON ((-84.3690689101645 33.67357300695, -84.3688286139301 33.6734675003181, -84.3688256462863 33.673466196853, -84.3686531755505 33.6733904700903, -84.3685017084832 33.673323964402, -84.3683435701539 33.6732545299775, -84.3681966688699 33.6731900208689, -84.3681845726497 33.6731828155319, -84.3676360301853 33.6728557145756, -84.3674733096166 33.6727586819322, -84.3674413571218 33.6727396275094, -84.3674188560449 33.67272621028, -84.3673271887383 33.6726715476782, -84.3673732116966 33.6726332133972, -84.367567563768 33.6724713287472, -84.3679844754503 33.6721237824946, -84.36811070252 33.6721451925009, -84.368325890563 33.6721816909331, -84.3686227921656 33.6722320484736, -84.368982333716 33.6722930290151, -84.3690959140265 33.6723122929095, -84.3692159059551 33.6723326507347, -84.3692646048231 33.6723409005207, -84.3693619822744 33.6722687553391, -84.3694161365291 33.6722286333818, -84.3695793794754 33.6721076872153, -84.3696461871221 33.6720581904839, -84.3697253996071 33.6721445140485, -84.370203643546 33.6726656828275, -84.3702770695119 33.6727456975738, -84.3702778598653 33.6727465591674, -84.3701980297521 33.6734212306723, -84.369964307719 33.6735691713833, -84.3699523399677 33.673550192038, -84.3695961247754 33.6737417126777, -84.3695945888741 33.6737425384217, -84.3695318020592 33.6737762547483, -84.3694604291684 33.6737449154148, -84.369457805881 33.6737437637817, -84.3693335322863 33.6736891976548, -84.3692668620192 33.6736599243319, -84.3692642268616 33.6736587673042, -84.3690988986571 33.6735861744744, -84.3690753895521 33.6735758519191, -84.3690728040578 33.6735747164459, -84.3690714967372 33.6735741424215, -84.3690689101645 33.67357300695))",-84.3702778598653,33.6720581904839,-84.3673271887383,33.6737762547483,-84.3688025243018,33.6729172226161,24
2254,"POLYGON ((-84.295509248365 34.0937869379891, -84.2955139464171 34.0937591004541, -84.2955234577762 34.0937043971948, -84.2955283494848 34.0936770625525, -84.2955384017085 34.0936224272462, -84.2955488137857 34.093567837543, -84.2956108356653 34.0932485061959, -84.2969234972793 34.09359070323, -84.2987856983946 34.094076128029, -84.2987813917626 34.0942994192138, -84.2987790915471 34.0944183598622, -84.295509248365 34.0937869379891))",-84.2987856983946,34.0932485061959,-84.295509248365,34.0944183598622,-84.2971474733798,34.09383343302905,24
162659,"POLYGON ((-84.3409993780184 34.0007299153093, -84.3410168635396 34.0006611582369, -84.3411578061096 34.0006853327979, -84.3410532447411 34.0011533487696, -84.3409961532527 34.0011660965449, -84.3408819723969 34.0011915956196, -84.3409978927928 34.0007357572064, -84.3409993780184 34.0007299153093))",-84.3411578061096,34.0006611582369,-84.3408819723969,34.0011915956196,-84.34101988925326,34.00092637692825,24
226020,"POLYGON ((-84.4383550898419 33.7643105143054, -84.4377545905457 33.7643163005051, -84.4377558518202 33.7641943447539, -84.4380083859412 33.7641906980965, -84.4380132466204 33.7636444745406, -84.4383620400268 33.7636454249294, -84.4383550898419 33.7643105143054))",-84.4383620400268,33.7636444745406,-84.4377545905457,33.7643163005051,-84.43805831528624,33.76398038752285,24
204578,"POLYGON ((-84.3632942242834 33.7633956708464, -84.3632928844588 33.7635142855979, -84.3632559313839 33.7635138224, -84.3631177478998 33.7635120921263, -84.3631181109399 33.7634795796994, -84.3632942242834 33.7633956708464))",-84.3632942242834,33.7633956708464,-84.3631177478998,33.7635142855979,-84.3632059860916,33.76345497822215,24
222804,"POLYGON ((-84.4242607447483 33.7486858437678, -84.4242583128216 33.7489724353514, -84.4240736838469 33.7489732640489, -84.4240794770725 33.7486879638421, -84.4242607447483 33.7486858437678))",-84.4242607447483,33.7486858437678,-84.4240736838469,33.7489732640489,-84.4241672142976,33.74882955390835,24
50385,"POLYGON ((-84.4672499459461 33.5784374556486, -84.4671834583051 33.5784379606483, -84.4671890237798 33.5781490295046, -84.4672555123901 33.5781488680398, -84.4672499459461 33.5784374556486))",-84.4672555123901,33.5781488680398,-84.4671834583051,33.5784379606483,-84.4672194853476,33.578293414344046,24
190073,"POLYGON ((-84.4705320125306 33.8138258258782, -84.470705253911 33.8137732451681, -84.4707053308934 33.8137733270279, -84.4710787083282 33.8141725331757, -84.4708990133152 33.8142193084119, -84.4705320125306 33.8138258258782))",-84.4710787083282,33.8137732451681,-84.4705320125306,33.8142193084119,-84.47080536042941,33.81399627679,24
9097,"POLYGON ((-84.26444753652 34.0991806240741, -84.2650752115036 34.0991831126111, -84.2661025596426 34.0991871774838, -84.2679540809225 34.0991945033509, -84.2679593395323 34.1004298350752, -84.2679657803854 34.1019522369716, -84.2670611990778 34.1021260365444, -84.2666507848063 34.1020732720757, -84.2658882044143 34.1022502986246, -84.2655967843035 34.1010143801736, -84.2650047984705 34.1004435940992, -84.26444753652 34.0991806240741))",-84.2679657803854,34.0991806240741,-84.26444753652,34.1022502986246,-84.26620665845269,34.10071546134935,24
218243,"POLYGON ((-84.4011588594101 33.7443515539494, -84.4014054357025 33.7447283148869, -84.4012088645393 33.7448236355533, -84.4009596496681 33.7444428163719, -84.4011588594101 33.7443515539494))",-84.4014054357025,33.7443515539494,-84.4009596496681,33.7448236355533,-84.40118254268529,33.74458759475135,24
109811,"POLYGON ((-84.2128389031846 34.0499692954507, -84.2131176142656 34.0503149135007, -84.2131040482362 34.0503222658795, -84.2130885004733 34.0503305034885, -84.2130728464794 34.0503386004839, -84.2130570884199 34.0503465550615, -84.2130412262944 34.0503543663198, -84.2130252633526 34.0503620342573, -84.2130092017597 34.05036955707, -84.2129930425991 34.0503769347576, -84.2129767880362 34.0503841655158, -84.212960440237 34.0503912484423, -84.2129440013682 34.0503981844378, -84.2129274725112 34.0504049698954, -84.2129108569166 34.0504116066171, -84.2128941545834 34.0504180927995, -84.2128638837141 34.0504293815681, -84.2126707708335 34.0501173728756, -84.2128389031846 34.0499692954507))",-84.2131176142656,34.0499692954507,-84.2126707708335,34.0504293815681,-84.21289419254956,34.0501993385094,24
57816,"POLYGON ((-84.2032273724309 34.0853704393244, -84.2032161258058 34.0853030392812, -84.2032097126994 34.0852646660035, -84.2031993321507 34.0852028601841, -84.2031961432071 34.0851830284381, -84.2031917929777 34.0851564493949, -84.2031908227785 34.0851505657826, -84.2031898276369 34.0851446370973, -84.2031879199298 34.0851332936192, -84.2037021863904 34.0851779749046, -84.2037013609708 34.0851786621795, -84.2037013623168 34.0851817537965, -84.2037013638124 34.0851851889265, -84.2037005394396 34.0851882807924, -84.2037005409352 34.0851917159224, -84.2037005422812 34.0851948075394, -84.2037005437767 34.0851982426694, -84.2036997194038 34.0852013345353, -84.2036997207498 34.0852044261523, -84.2036997222453 34.0852078612823, -84.2036997235913 34.0852109528993, -84.2036997250868 34.0852143880293, -84.2036997264327 34.0852174796463, -84.2036997279283 34.0852209147763, -84.2036997292742 34.0852240063932, -84.2036997306202 34.0852270980102, -84.2036997321157 34.0852305331402, -84.2036997334617 34.0852336247572, -84.2036997349572 34.0852370598872, -84.2036997363032 34.0852401515042, -84.2036997377987 34.0852435866341, -84.2036997391447 34.0852466782511, -84.2036997404906 34.0852497698681, -84.2037005677056 34.0852532047492, -84.2037005690516 34.0852562963662, -84.2037005705472 34.0852597314962, -84.2037005718932 34.0852628231131, -84.2037013991083 34.0852662579942, -84.2037014004543 34.0852693496112, -84.2037014018003 34.0852724412282, -84.2037022290156 34.0852758761092, -84.2037022303617 34.0852789677262, -84.2037030574274 34.0852820590943, -84.2037030589231 34.0852854942242, -84.203703885989 34.0852885855923, -84.2037038874847 34.0852920207222, -84.2037047145506 34.0852951120903, -84.2037047158968 34.0852982037072, -84.2037055431124 34.0853016385883, -84.2037055444586 34.0853047302052, -84.2037063715248 34.0853078215733, -84.2037071987405 34.0853112564543, -84.2037072000868 34.0853143480713, -84.2037080271531 34.0853174394393, -84.2037088542195 34.0853205308073, -84.2037096814355 34.0853239656883, -84.2037096827818 34.0853270573052, -84.2037105098483 34.0853301486732, -84.2037113370645 34.0853335835542, -84.2037121641312 34.0853366749222, -84.2037129911979 34.0853397662902, -84.2037138182646 34.0853428576582, -84.2037146454312 34.0853461780348, -84.2032390440821 34.0854408893825, -84.2032273724309 34.0853704393244))",-84.2037146454312,34.0851332936192,-84.2031879199298,34.0854408893825,-84.2034512826805,34.085287091500845,24
228209,"POLYGON ((-84.4462831720592 33.7664888470287, -84.4463758715928 33.766490069714, -84.4463766862966 33.7669641328793, -84.4463560395096 33.7669665951922, -84.4463380093151 33.7669689523911, -84.4463174482301 33.7669718752473, -84.4462969386778 33.766975042331, -84.4462764860561 33.7669784536299, -84.446256092518 33.7669821073358, -84.4462357645438 33.7669860043359, -84.4462154999626 33.7669901410283, -84.4461732784668 33.7665496400458, -84.4461673057546 33.7664873223878, -84.4462831720592 33.7664888470287))",-84.4463766862966,33.7664873223878,-84.4461673057546,33.7669901410283,-84.4462719960256,33.76673873170805,24
5135188,"POLYGON ((-84.3694020961537 33.8459591395081, -84.3694021610633 33.8459866214514, -84.3693692248409 33.8459866756075, -84.3693691599418 33.8459591936642, -84.3694020961537 33.8459591395081))",-84.3694021610633,33.8459591395081,-84.3693691599418,33.8459866756075,-84.36938566050256,33.8459729075578,24
71454,"POLYGON ((-84.320709610031 34.0806410465775, -84.3207113012868 34.0806433390511, -84.3209426373544 34.0809230208224, -84.3206588578068 34.0810814413689, -84.3206567594547 34.0810793324315, -84.320652852464 34.081075335989, -84.3206459993685 34.0810690071704, -84.3206387610831 34.0810629871842, -84.3206311256725 34.0810572670293, -84.3206258519113 34.0810536509739, -84.3206176768839 34.081048528359, -84.3206091752575 34.08104375778, -84.3206003839171 34.0810393635341, -84.3205913408185 34.0810353627042, -84.3205820459647 34.0810317570935, -84.3205725579058 34.0810285673656, -84.3205628625453 34.0810257881284, -84.32055300217 34.0810234346564, -84.3205463596747 34.0810221067909, -84.3205396720237 34.0810209746306, -84.3205271040154 34.0810193296048, -84.3205225093378 34.0810185329261, -84.3205170154273 34.0810172072274, -84.3205116659939 34.0810154828365, -84.3205065412751 34.0810133894062, -84.3205016293437 34.0810109224434, -84.320497015881 34.0810081260196, -84.3204927074 34.0810050064381, -84.3204895027253 34.0810022939033, -84.3204858304477 34.080998657805, -84.320482532596 34.080994751657, -84.3204796678031 34.0809906421049, -84.3204772360805 34.08098633546, -84.3204756183721 34.08098276982, -84.3204740205208 34.0809782006648, -84.3204729046907 34.0809735398438, -84.3204723636646 34.0809697627813, -84.320472130787 34.0809650170055, -84.3204723930585 34.0809602489714, -84.3204729551044 34.0809564732331, -84.3204764384662 34.0809395249441, -84.3204800241747 34.0809240479521, -84.3204832347188 34.0809114295285, -84.3204866934841 34.0808988585793, -84.3204904015557 34.0808863360048, -84.320494354609 34.08087386722, -84.3204995207101 34.0808587011069, -84.320505059724 34.0808436282941, -84.3205221178202 34.0808122219444, -84.3205318699769 34.0807942947721, -84.320537104824 34.0807871898531, -84.320542506682 34.0807801640664, -84.3205480538815 34.0807732183406, -84.3205537475041 34.0807663517727, -84.3205595832273 34.0807595706794, -84.3205655621327 34.0807528741577, -84.3205716777273 34.0807462667238, -84.3205779310945 34.0807397483762, -84.3205843211557 34.0807333218211, -84.3205908446635 34.0807269888659, -84.3205974994539 34.0807207513163, -84.3206042844484 34.0807146118786, -84.3206111963978 34.0807085714585, -84.3206182342236 34.080702632762, -84.3206253957585 34.0806967957918, -84.320632678842 34.0806910641571, -84.3206400802266 34.0806854396652, -84.320647596665 34.0806799241233, -84.3206552314047 34.0806745157242, -84.3206629757884 34.0806692207898, -84.3206708319801 34.0806640375142, -84.3206787924048 34.0806589713166, -84.3206868592261 34.0806540203911, -84.3206950291985 34.0806491874464, -84.3207067122187 34.0806426379428, -84.320709610031 34.0806410465775))",-84.3209426373544,34.0806410465775,-84.320472130787,34.0810814413689,-84.3207073840707,34.0808612439732,24
324143,"POLYGON ((-84.5715541203632 33.5905749319124, -84.5709760464515 33.5903455150312, -84.5709770360045 33.5903437778811, -84.5709777369735 33.5903425357906, -84.5709784357794 33.5903412919039, -84.5709791291942 33.5903400471331, -84.5709798193642 33.5903387996678, -84.5709805052205 33.590337551315, -84.5709811878364 33.5903363011694, -84.5709818661385 33.5903350501363, -84.5709825401227 33.5903337973139, -84.5709832108664 33.5903325426987, -84.5709838772965 33.590331287196, -84.5709845394085 33.590330029904, -84.5709851982801 33.5903287708192, -84.570985852838 33.5903275108469, -84.5709865041554 33.5903262490818, -84.5709871500817 33.5903249864327, -84.5709877927675 33.5903237219907, -84.5709884322127 33.5903224557561, -84.5709890662669 33.5903211886373, -84.5709896970805 33.5903199197258, -84.5709903235805 33.5903186499268, -84.5709909468399 33.5903173783349, -84.5709915657815 33.5903161049538, -84.5709921804093 33.5903148306852, -84.5709927907235 33.590313555529, -84.5709933977971 33.59031227858, -84.5709940005571 33.5903110007434, -84.5709945989991 33.5903097211176, -84.5709951942006 33.590308439699, -84.5709957840153 33.590307158298, -84.5709963705852 33.5903058742026, -84.5709969539231 33.5903045901178, -84.5709975318614 33.5903033033455, -84.5709981065677 33.5903020165839, -84.570998676956 33.590300728033, -84.5709992430265 33.5902994376928, -84.5709998058648 33.5902981473632, -84.571000364381 33.5902968543428, -84.5710009185878 33.5902955613364, -84.5710014684767 33.5902942665407, -84.5710020140518 33.5902929708575, -84.5710025563865 33.5902916733815, -84.5710030944075 33.590290375018, -84.5710036281147 33.5902890757668, -84.5710041575041 33.5902877747264, -84.5710046836572 33.5902864727949, -84.5710052044192 33.5902851699794, -84.5710057219449 33.5902838662728, -84.5710062351527 33.5902825607769, -84.5710067451242 33.5902812543899, -84.5710072497046 33.5902799471188, -84.5710077510445 33.5902786380551, -84.571008248075 33.5902773290053, -84.5710087407875 33.5902760181664, -84.5710092291822 33.5902747055382, -84.5710097143447 33.5902733929205, -84.5710101941162 33.5902720794189, -84.5710106706472 33.5902707641244, -84.5710111428644 33.5902694479424, -84.571011610768 33.5902681308727, -84.5710120743579 33.5902668129156, -84.57101253363 33.5902654931691, -84.5710129896699 33.5902641734333, -84.5710134413919 33.5902628519082, -84.5710138888003 33.5902615294955, -84.5710143308175 33.5902602061987, -84.5710147706801 33.590258882909, -84.5710152051432 33.590257556932, -84.5710156352968 33.5902562309689, -84.5710160622141 33.5902549041148, -84.5710164837404 33.5902535763767, -84.5710169020303 33.5902522477474, -84.5710173160024 33.5902509173289, -84.5710177256649 33.5902495869245, -84.5710181310138 33.5902482556325, -84.5710185331264 33.5902469234494, -84.5710189298437 33.5902455894806, -84.5710193222516 33.5902442555259, -84.5710197114231 33.59024292068, -84.5710200962768 33.590241584045, -84.571020476821 33.590240247424, -84.5710208519741 33.5902389099189, -84.5710212238909 33.5902375715228, -84.5710215925714 33.5902362322356, -84.5710219558609 33.5902348920643, -84.5710223148409 33.590233551907, -84.571022669503 33.5902322099606, -84.5710230209288 33.590230867123, -84.5710233669678 33.5902295243031, -84.5710237097704 33.590228180592, -84.5710240482594 33.5902268359934, -84.5710243824347 33.5902254905072, -84.5710247112189 33.5902241441369, -84.5710250367711 33.5902227977772, -84.5710253580053 33.5902214496283, -84.5710256749301 33.5902201014934, -84.5710259886186 33.5902187524675, -84.571026296916 33.5902174025575, -84.571026600904 33.5902160526615, -84.5710269005783 33.590214701878, -84.5710271970163 33.5902133502034, -84.5710274880632 33.5902119976447, -84.5710277758739 33.590210644195, -84.5710280582976 33.5902092907628, -84.5710283374852 33.5902079364396, -84.5710286112858 33.5902065821339, -84.5715388948651 33.5902788236973, -84.5715541203632 33.5905749319124))",-84.5715541203632,33.5902065821339,-84.5709760464515,33.5905749319124,-84.57126508340735,33.59039075702315,24
198270,"POLYGON ((-84.4678779421714 33.8035242732916, -84.4678727893527 33.8031654651564, -84.4680097581712 33.8031652893425, -84.4680149268078 33.8035250576842, -84.4678779421714 33.8035242732916))",-84.4680149268078,33.8031652893425,-84.4678727893527,33.8035250576842,-84.46794385808025,33.80334517351335,24
150834,"POLYGON ((-84.403284041651 33.9301239639, -84.4032841258263 33.9301231116989, -84.4034741227179 33.9300601048965, -84.4036749785453 33.9305068840476, -84.4036542941239 33.9305131514079, -84.4036265085066 33.9305213240473, -84.4035986172575 33.9305292417227, -84.40357996537 33.9305343790253, -84.4035519052735 33.9305418696429, -84.4035237471122 33.9305491034785, -84.4034954962897 33.9305560787184, -84.4034766111704 33.9305605853137, -84.4034576878719 33.930564976571, -84.4034387317328 33.9305692272345, -84.4032356232346 33.9306100430338, -84.403284041651 33.9301239639))",-84.4036749785453,33.9300601048965,-84.4032356232346,33.9306100430338,-84.40345530088995,33.93033507396515,24
209138,"POLYGON ((-84.3719973408845 33.7774334572657, -84.3719818854757 33.7770934934341, -84.3720118322281 33.7770942118157, -84.3720469378368 33.7770953571027, -84.3720820247841 33.7770968261038, -84.3721209417154 33.7770988333166, -84.3721024142849 33.7774432988491, -84.3719973408845 33.7774334572657))",-84.3721209417154,33.7770934934341,-84.3719818854757,33.7774432988491,-84.37205141359556,33.7772683961416,24
259457,"POLYGON ((-84.4944659789693 33.6976643525868, -84.4943743159804 33.6981941209325, -84.4940215012003 33.6981902296707, -84.4940094956343 33.6981898476181, -84.4939975365832 33.6981889307567, -84.4939856499912 33.6981874934443, -84.493973869316 33.6981855401005, -84.4939622258611 33.6981830760525, -84.4939507530909 33.6981801075231, -84.4939394812406 33.6981766425474, -84.4939284405521 33.6981726909635, -84.4939212236382 33.6981697914059, -84.4939141321488 33.6981666841339, -84.4939071736452 33.6981633718324, -84.4939003578564 33.6981598598855, -84.4938936923438 33.6981561509784, -84.4938871846823 33.6981522514025, -84.4938808435154 33.6981481647417, -84.4938746753359 33.6981438963888, -84.4938686898694 33.6981394508262, -84.4938600669811 33.6981324632548, -84.4938545653608 33.6981275998431, -84.493849270264 33.6981225798971, -84.493844186026 33.6981174088152, -84.4938393213005 33.6981120928862, -84.4938346804263 33.6981066384102, -84.4938302688243 33.6981010525861, -84.493824094983 33.6980924427519, -84.4938202809435 33.6980865577973, -84.4938167135279 33.6980805657936, -84.4938141870376 33.698075983935, -84.4938101004757 33.6980682107236, -84.4938061851983 33.6980603757456, -84.4937995757569 33.6980461262775, -84.4937935341425 33.698031701285, -84.4937886458627 33.6980187447479, -84.4937842156122 33.6980056742904, -84.4937802477434 33.6979924998192, -84.4937767455401 33.6979792339489, -84.4937694434647 33.6979612570462, -84.4937623924738 33.697943210952, -84.4937555914987 33.6979250983743, -84.4937484047699 33.6979051059543, -84.4944659789693 33.6976643525868))",-84.4944659789693,33.6976643525868,-84.4937484047699,33.6981941209325,-84.4941071918696,33.69792923675965,24
188665,"POLYGON ((-84.4624578564719 33.7895233033956, -84.4630241253205 33.7895054832121, -84.463024347394 33.7895323283417, -84.4630241777273 33.7895507845789, -84.4630237217617 33.7895876955301, -84.4630227451591 33.7896430599544, -84.4630208958527 33.7897168705821, -84.4630197379294 33.7897537714968, -84.4630181010042 33.7897989570003, -84.4621221278321 33.789789752164, -84.462129957792 33.7895507471426, -84.4621305207976 33.7895335694025, -84.4624578564719 33.7895233033956))",-84.463024347394,33.7895054832121,-84.4621221278321,33.7897989570003,-84.46257323761304,33.789652220106206,24
247549,"POLYGON ((-84.4537741167883 33.7211818695886, -84.4537438541936 33.7210323142772, -84.4536267114442 33.7204533892435, -84.4538590383463 33.7205262009366, -84.4539707236837 33.7205612032355, -84.453989063467 33.721031744079, -84.4539939162391 33.7211562391518, -84.4539373683511 33.7211615101424, -84.4538847970745 33.7211672344103, -84.453832351329 33.7211737184617, -84.4537800472924 33.7211809604558, -84.4537741167883 33.7211818695886))",-84.4539939162391,33.7204533892435,-84.4536267114442,33.7211818695886,-84.45381031384164,33.72081762941605,24
5133250,"POLYGON ((-84.3694020961537 33.8459591395081, -84.3694021610633 33.8459866214514, -84.3693692248409 33.8459866756075, -84.3693691599418 33.8459591936642, -84.3694020961537 33.8459591395081))",-84.3694021610633,33.8459591395081,-84.3693691599418,33.8459866756075,-84.36938566050256,33.8459729075578,24
267774,"POLYGON ((-84.6005957180956 33.683121559344, -84.6009349252068 33.6830957281499, -84.6009369789177 33.683095548716, -84.6009390326332 33.6830953701837, -84.6009402653793 33.6830953658515, -84.6009423199561 33.6830953586311, -84.6009435527023 33.6830953542989, -84.6009460190559 33.6830955169464, -84.6009476635834 33.6830956833836, -84.600950130803 33.6830960182447, -84.6009513652765 33.683096357438, -84.600953008938 33.6830963516616, -84.6009542434116 33.6830966908549, -84.6009554778851 33.6830970300481, -84.6009575341894 33.6830973663532, -84.6009591804398 33.6830978754143, -84.6009612376102 33.6830983839329, -84.6009624729452 33.6830988944381, -84.6009637082848 33.6830994058449, -84.6009657654507 33.6830999134618, -84.6009670025177 33.6831007683942, -84.6009682378529 33.6831012788994, -84.60096947492 33.6831021338318, -84.600971532086 33.6831026414485, -84.60097318093 33.6831036662487, -84.6009744179973 33.6831045211811, -84.60097565506 33.6831053752117, -84.6009768921272 33.6831062301441, -84.6009777174131 33.6831069143069, -84.6009789544759 33.6831077683376, -84.6009801915432 33.6831086232699, -84.6009810168291 33.6831093074327, -84.600981842115 33.6831099915956, -84.6009826674009 33.6831106757584, -84.6009834926869 33.6831113599212, -84.6009843179728 33.6831120440841, -84.6009851432588 33.6831127282469, -84.6009859685447 33.6831134124097, -84.6009867955583 33.6831144400981, -84.6009876208443 33.6831151242609, -84.6009884478578 33.6831161519494, -84.600989276599 33.6831175231634, -84.600990101885 33.6831182073262, -84.6009909271711 33.683118891489, -84.6009909323538 33.6831199220658, -84.6009917576398 33.6831206062286, -84.6009925846535 33.683121633917, -84.6009934099396 33.6831223180797, -84.6009934151223 33.6831233486566, -84.6009942404085 33.6831240328194, -84.6009950691498 33.6831254040334, -84.6009958978911 33.6831267752474, -84.6009959030738 33.6831278058243, -84.60099672836 33.683128489987, -84.6009967335427 33.6831295205639, -84.6009975622841 33.6831308917778, -84.6009983910256 33.6831322629918, -84.6009983962083 33.6831332935687, -84.6009992249498 33.6831346647826, -84.6010000536913 33.6831360359966, -84.601000058874 33.6831370665735, -84.6010000640568 33.6831380971503, -84.6010008910708 33.6831391248387, -84.6010008979811 33.6831404989412, -84.6010009048915 33.6831418730437, -84.6010017319055 33.683142900732, -84.6010017370883 33.6831439313089, -84.6010017422711 33.6831449618857, -84.6010017474539 33.6831459924626, -84.6010017526367 33.6831470230395, -84.6010017578195 33.6831480536163, -84.6010025848336 33.6831490813047, -84.6010025900164 33.6831501118815, -84.6010025951992 33.6831511424584, -84.601002600382 33.6831521730353, -84.6010151426148 33.6833582479648, -84.6006045166273 33.683394784018, -84.6006011153542 33.6833950871972, -84.6005841616723 33.6831235123403, -84.6005957180956 33.683121559344))",-84.6010151426148,33.6830953542989,-84.6005841616723,33.6833950871972,-84.60079965214355,33.68324522074805,24
166674,"POLYGON ((-84.3420734543201 33.9734435742783, -84.3418203525835 33.9734339619026, -84.3417521622332 33.9734313693911, -84.3417701989693 33.9730896534935, -84.3417773119489 33.9729548920601, -84.3421624815937 33.9729711397578, -84.3421551983595 33.9730891051017, -84.3421331758065 33.9734458387745, -84.3420734543201 33.9734435742783))",-84.3421624815937,33.9729548920601,-84.3417521622332,33.9734458387745,-84.34195732191345,33.9732003654173,24
